Stop_ID,Latitude,Longitude,Address
1586,53.386482,-6.312731,"72 Cardiffsbridge Rd, Finglas South, Dublin, Ireland"
1587,53.383297,-6.311805,"Cardiffsbridge Rd, Finglas South, Dublin, Ireland"
1591,53.417133,-6.266933,"R108, Co. Dublin, Ireland"
1592,53.379757,-6.289228,"Apartment 39 The Dargle, Prospect Hill, Finglas Rd, Finglas South, Dublin 11, Ireland"
1593,53.378986,-6.294448,"Abhaile, Cloonlara Cres, Finglas South, Dublin 11, Ireland"
1594,53.382366,-6.309667,"16 Berryfield Rd, Finglas South, Dublin, Ireland"
1595,53.380741,-6.297589,"20, Merville Court, St Helena's Dr, Finglas South, Dublin 11, Ireland"
1596,53.383072,-6.300805,"St Helena's Rd, Finglas South, Dublin, Ireland"
1597,53.380474,-6.309215,"St Helena's Rd, Finglas South, Dublin, Ireland"
1598,53.380291,-6.305643,"La Maison, Barnamore Park, Finglas South, Dublin 11, Ireland"
1599,53.38084,-6.310765,"Saint Finian's Church, Glenties Park, Finglas South, Dublin 11, Ireland"
1600,53.383656,-6.312757,"Deanstown Ave, Finglas South, Dublin, Ireland"
1601,53.383926,-6.314688,"12 Deanstown Ave, Finglas South, Dublin, Ireland"
1602,53.384438,-6.318728,"64 Deanstown Ave, Finglas South, Dublin, Ireland"
1603,53.38345,-6.31873,"13, Eastwood, Rathvilly Rd, Finglas South, Dublin 11, Ireland"
1604,53.383728,-6.316239,"19 Rathvilly Rd, Finglas South, Dublin, Ireland"
1606,53.380337,-6.306432,"St Helena's Rd, Finglas South, Dublin, Ireland"
1607,53.382114,-6.303313,"St Helena's Rd, Finglas South, Dublin, Ireland"
1608,53.382961,-6.299531,"St Helena's Rd, Finglas South, Dublin, Ireland"
1609,53.380322,-6.297436,"Padre Pio, Cloonlara Dr, Finglas South, Dublin 11, Ireland"
1610,53.378723,-6.296367,"Tolka Valley Rd, Finglas South, Dublin, Ireland"
1613,53.35392,-6.272985,"Broadstone Service Station, Constitution Hill, Arran Quay, Dublin 7, Ireland"
1614,53.351273,-6.273767,"Kevin Barry House, Coleraine St, Smithfield, Dublin 7, Ireland"
1615,53.347881,-6.27478,"Kings Building, Church St, Smithfield, Dublin 7, Ireland"
1616,53.347267,-6.274961,"Church St, Inns Quay, Dublin, Ireland"
1617,53.349167,-6.274691,"1 Church St, Inns Quay, Dublin, Ireland"
1618,53.350857,-6.274205,"Kevin Barry House, Coleraine St, Smithfield, Dublin 7, Ireland"
1619,53.352882,-6.273119,"Constitution Hill, Dublin, Ireland"
1620,53.383217,-6.244052,"Sancta Therese, Swords Rd, Whitehall, Dublin 9, Ireland"
1622,53.390049,-6.246352,"5, Ailesbury, Shanowen Rd, Whitehall, Dublin 9, Ireland"
1623,53.391926,-6.2462,"Camelot, Swords Rd, Whitehall, Dublin 9, Ireland"
1624,53.396049,-6.245337,"Saint John's Court Office Park, Swords Rd, Whitehall, Dublin 9, Ireland"
1625,53.401035,-6.243242,"White Oaks, Swords Rd, Santry, Dublin 9, Ireland"
1626,53.404087,-6.240226,"Unit F, Airport Business Campus, Swords Rd, Santry, Dublin 9, Ireland"
1627,53.408283,-6.237783,"Block 2, Woodford Business Park, Turnapin Little, Dublin 17, Ireland"
1628,53.413708,-6.239002,"Collinstown Lodge, Swords Rd, Dardistown, Swords, Co. Dublin, Ireland"
1629,53.41658,-6.239082,"Dardistown House, Swords Rd, Dardistown, Swords, Co. Dublin, Ireland"
1630,53.421616,-6.231809,"Swords Rd, Toberbunny, Co. Dublin, Ireland"
1631,53.421814,-6.231547,"Swords Rd, Toberbunny, Co. Dublin, Ireland"
1632,53.435457,-6.232882,"Naul Rd, Co. Dublin, Ireland"
1633,53.417885,-6.237792,"Unit 20A, Collinstown Cross Industrial Estate, Swords Rd, Commons, Swords, Co. Dublin, Ireland"
1634,53.413521,-6.239006,"Collinstown Lodge, Swords Rd, Dardistown, Swords, Co. Dublin, Ireland"
1635,53.411682,-6.238963,"Swords Rd, Co. Dublin, Ireland"
1636,53.40818,-6.237739,"Block 2, Woodford Business Park, Turnapin Little, Dublin 17, Ireland"
1637,53.404076,-6.240233,"Unit F, Airport Business Campus, Swords Rd, Santry, Dublin 9, Ireland"
1638,53.40181,-6.242177,"Rhossili, Swords Rd, Santry, Dublin 9, Ireland"
1639,53.396519,-6.245244,"Ashley House, Swords Rd, Whitehall, Dublin 9, Ireland"
1640,53.392368,-6.246103,"318 Swords Rd, Whitehall, Dublin, Ireland"
1641,53.38657,-6.242439,"M50, Whitehall, Dublin, Ireland"
1642,53.384007,-6.243611,"Swords Rd, Whitehall, Dublin, Ireland"
1647,53.348312,-6.2821,"46 Blackhall Pl, Arran Quay, Dublin, Ireland"
1648,53.351158,-6.28273,"2 Manor St, Arran Quay, Dublin, Ireland"
1649,53.352665,-6.284291,"68-69 Manor St, Arran Quay, Dublin, Ireland"
1650,53.361134,-6.209243,"2-4 Castle Ave, Clontarf East, Dublin, Ireland"
1651,53.36792,-6.19479,"147-155 Vernon Ave, Clontarf East, Dublin, Ireland"
1652,53.363316,-6.206116,"39 Castle Ave, Clontarf East, Dublin, Ireland"
1654,53.356148,-6.294243,"3 St David's Terrace, Cabra East, Dublin, Ireland"
1655,53.356762,-6.296947,"45-47 Blackhorse Ave, Cabra West, Dublin, Ireland"
1656,53.357315,-6.298757,"Blackhorse Ave, Cabra West, Dublin, Ireland"
1657,53.358471,-6.303044,"Saint Josephs, Blackhorse Ave, Cabra West, Dublin 7, Ireland"
1658,53.3619,-6.30948,"50 Skreen Rd, Dublin, Ireland"
1659,53.36322,-6.304692,"Creg Na Baa, Navan Rd, Skreen Rd, Cabra West, Dublin 7, Ireland"
1660,53.365246,-6.309288,"27-83 Navan Rd, Ashtown, Dublin, Ireland"
1661,53.366516,-6.313096,"Presbytery, Navan Rd, Ashtown, Dublin 7, Ireland"
1662,53.367657,-6.317543,"213-263 Navan Rd, Ashtown, Dublin, Ireland"
1664,53.36948,-6.323818,"323-351 Navan Rd, Ashtown, Dublin, Ireland"
1665,53.370705,-6.327666,"371-379 Navan Rd, Ashtown, Dublin, Ireland"
1666,53.371674,-6.33055,"Alma, Navan Rd, Ashtown, Dublin 7, Ireland"
1667,53.370968,-6.334484,"Bessboro Lodge West, Ashtown Gate Rd, Phoenix Park, Dublin 8, Ireland"
1668,53.370857,-6.340296,"Whitefields, North Rd, Phoenix Park, Dublin 8, Ireland"
1669,53.370255,-6.344849,"Over Lock, Parkview, Ashtown, Dublin 15, Ireland"
1670,53.369911,-6.349311,"Silverdale House, Castleknock Rd, Ashtown, Dublin 15, Ireland"
1671,53.371292,-6.356179,"Coolaness, Castleknock Rd, Castleknock, Dublin 15, Ireland"
1672,53.372051,-6.359419,"Lisnagree, Castleknock Rd, Castleknock, Dublin 15, Ireland"
1673,53.373676,-6.363111,"Castleknock Dental Practice, Castleknock Rd, Castleknock, Dublin 15, Ireland"
1674,53.377544,-6.366244,"Tudor Hall, Castleknock Rd, Blanchardstown, Dublin 15, Ireland"
1675,53.379246,-6.367541,"Apartment 10, Ashleigh Court, Blanchardstown, Dublin 15, Ireland"
1676,53.378052,-6.375218,"33-35 Castleknock Ave, Blanchardstown, Dublin, Ireland"
1678,53.377483,-6.38142,"Saint Jude, Maple Grove, Carpenterstown, Dublin 15, Ireland"
1679,53.376049,-6.382778,"Carpenterstown Ave, Carpenterstown, Dublin, Ireland"
1680,53.3755,-6.389495,"Carpenterstown Ave, Carpenterstown, Dublin, Ireland"
1681,53.375347,-6.385733,"Troeso, Bramley View, Carpenterstown, Dublin 15, Ireland"
1682,53.375957,-6.382804,"Saint Martha, Sycamore Ave, Carpenterstown, Dublin 15, Ireland"
1683,53.377399,-6.381561,"Saint Jude, Maple Grove, Carpenterstown, Dublin 15, Ireland"
1684,53.377602,-6.379565,"8 Oaktree Ave, Carpenterstown, Dublin, Ireland"
1685,53.377987,-6.375392,"35-37 Castleknock Ave, Blanchardstown, Dublin, Ireland"
1686,53.378754,-6.372519,"9-11 Castleknock Ave, Blanchardstown, Dublin, Ireland"
1687,53.379478,-6.367773,"Domano, Castleknock Brook, Blanchardstown, Dublin 15, Ireland"
1688,53.376129,-6.364488,"Naomh Antoine, Oak Lawn, Castleknock, Dublin 15, Ireland"
1689,53.372612,-6.361422,"Rossini, Castleknock Lodge, Castleknock, Dublin 15, Ireland"
1690,53.371468,-6.356884,"Coolaness, Castleknock Rd, Castleknock, Dublin 15, Ireland"
1691,53.370522,-6.351405,"5-6 Castleknock Rd, Dublin, Ireland"
1692,53.369881,-6.347735,"Rivington, Parkview, Ashtown, Dublin 15, Ireland"
1693,53.370373,-6.343964,"Castleknock Rd, Phoenix Park, Dublin, Ireland"
1694,53.370911,-6.339917,"Whitefields, North Rd, Phoenix Park, Dublin 8, Ireland"
1695,53.370937,-6.334263,"Bessboro Lodge West, Ashtown Gate Rd, Phoenix Park, Dublin 8, Ireland"
1696,53.371433,-6.329842,"383 Navan Rd, Ashtown, Dublin, Ireland"
1697,53.370705,-6.327675,"371-379 Navan Rd, Ashtown, Dublin, Ireland"
1698,53.369453,-6.323737,"323-351 Navan Rd, Ashtown, Dublin, Ireland"
1699,53.368649,-6.32132,"265-321 Navan Rd, Ashtown, Dublin, Ireland"
1700,53.367634,-6.317442,"213-263 Navan Rd, Ashtown, Dublin, Ireland"
1701,53.366512,-6.31308,"203-207 Navan Rd, Ashtown, Dublin, Ireland"
1702,53.365555,-6.31023,"97-119 Navan Rd, Ashtown, Dublin, Ireland"
1703,53.36462,-6.307368,"Arus Muire, Navan Rd, Ashtown, Dublin 7, Ireland"
1704,53.36306,-6.305266,"Saint Jude's, Navan Rd, Skreen Rd, Cabra West, Dublin 7, Ireland"
1705,53.36219,-6.308457,"42-48 Skreen Rd, Ashtown, Dublin, Ireland"
1706,53.36002,-6.307301,"205-207 Blackhorse Ave, Cabra West, Dublin, Ireland"
1707,53.358334,-6.302468,"Blackhorse Ave, Cabra West, Dublin, Ireland"
1708,53.3573,-6.298704,"Blackhorse Ave, Cabra West, Dublin, Ireland"
1709,53.356796,-6.297058,"47-49 Blackhorse Ave, Cabra West, Dublin, Ireland"
1710,53.355484,-6.291759,"Saint Gabriels, N Circular Rd, Cabra East, Dublin 7, Ireland"
1711,53.354492,-6.289661,"63-64 Aughrim St, Arran Quay, Dublin, Ireland"
1712,53.353313,-6.286237,"8-28 Aughrim St, Arran Quay, Dublin, Ireland"
1713,53.351826,-6.283391,"91 Manor St, Arran Quay, Dublin, Ireland"
1714,53.350563,-6.281959,"34-36 Stoneybatter, Arran Quay, Dublin, Ireland"
1715,53.347733,-6.28225,"54-56 Blackhall Pl, Arran Quay, Dublin, Ireland"
1719,53.40881,-6.408249,"Damastown Rd, Dublin, Ireland"
1724,53.365757,-6.174461,"421-423 Clontarf Rd, Clontarf East, Dublin, Ireland"
1725,53.363819,-6.177108,"387 Clontarf Rd, Dublin, Ireland"
1726,53.362324,-6.1792,"361-363 Clontarf Rd, Dublin, Ireland"
1727,53.360638,-6.182869,"319 Clontarf Rd, Clontarf East, Dublin, Ireland"
1728,53.359692,-6.186155,"279-283 Clontarf Rd, Clontarf East, Dublin, Ireland"
1729,53.358536,-6.19046,"237 Clontarf Rd, Clontarf East, Dublin, Ireland"
1730,53.358883,-6.19095,"San Vista, Clontarf Rd, Clontarf East, Dublin 3, Ireland"
1731,53.359169,-6.196648,"Seaview House, Clontarf Rd, Clontarf, Dublin 3, Ireland"
1732,53.360142,-6.202383,"94-154 Clontarf Rd, Clontarf East, Dublin, Ireland"
1733,53.360256,-6.206314,"Sunnyside, Clontarf Rd, Clontarf East, Dublin 3, Ireland"
1734,53.36042,-6.210954,"04, Haddon Court, Haddon Rd, Clontarf East, Dublin 3, Ireland"
1735,53.361183,-6.214413,"78-79 Clontarf Rd, Clontarf East, Dublin, Ireland"
1736,53.362141,-6.216909,"68-69 Clontarf Rd, Clontarf West, Dublin, Ireland"
1737,53.362865,-6.219649,"44-46 Clontarf Rd, Clontarf West, Dublin, Ireland"
1738,53.363506,-6.223977,"Clontarf Rd, Clontarf West, Dublin, Ireland"
1739,53.363937,-6.226503,"Rere of 1, Howth Rd, Clontarf West, Dublin 3, Ireland"
1740,53.364025,-6.226844,"Rere of 1, Howth Rd, Clontarf West, Dublin 3, Ireland"
1741,53.363052,-6.220826,"40 Clontarf Rd, Clontarf West, Dublin, Ireland"
1742,53.362007,-6.216523,"70 Clontarf Rd, Clontarf West, Dublin, Ireland"
1743,53.361,-6.213872,"Miora Lodge, Clontarf Rd, Clontarf East, Dublin 3, Ireland"
1744,53.360275,-6.208777,"95 Clontarf Rd, Clontarf East, Dublin, Ireland"
1745,53.360279,-6.20569,"105-106 Clontarf Rd, Clontarf East, Dublin, Ireland"
1746,53.360199,-6.202744,"94-154 Clontarf Rd, Clontarf East, Dublin, Ireland"
1747,53.359226,-6.196832,"Seaview House, Clontarf Rd, Clontarf, Dublin 3, Ireland"
1748,53.358204,-6.193453,"Windswept, Clontarf Rd, Clontarf, Dublin 3, Ireland"
1749,53.358883,-6.190917,"San Vista, Clontarf Rd, Clontarf East, Dublin 3, Ireland"
1750,53.368828,-6.177802,"155-179 Mount Prospect Ave, Clontarf, Dublin, Ireland"
1751,53.35976,-6.185829,"San Anton, Clontarf Rd, Clontarf East, Dublin 3, Ireland"
1752,53.361031,-6.181881,"2, Seaview Court, Clontarf Rd, Clontarf East, Dublin 3, Ireland"
1753,53.362526,-6.178914,"365 Clontarf Rd, Dublin, Ireland"
1754,53.364086,-6.176742,"391-393 Clontarf Rd, Dublin, Ireland"
1755,53.36631,-6.187099,"Laurelbank, Mount Prospect Ave, Clontarf, Dublin 3, Ireland"
1756,53.367176,-6.182778,"122-124 Mount Prospect Ave, Clontarf, Dublin, Ireland"
1757,53.368584,-6.18213,"1 Mount Prospect Ave, Clontarf, Dublin, Ireland"
1758,53.368118,-6.175375,"Sea Air, Mount Prospect Ave, Clontarf East, Dublin 3, Ireland"
1759,53.365898,-6.174272,"423 Clontarf Rd, Clontarf East, Dublin, Ireland"
1760,53.365978,-6.187807,"Saint Kilda, Mount Prospect Ave, Clontarf East, Dublin 3, Ireland"
1761,53.363838,-6.188105,"22-40 Seapark Rd, Clontarf East, Dublin, Ireland"
1762,53.363758,-6.19123,"82-86 Seafield Rd E, Clontarf East, Dublin, Ireland"
1763,53.364395,-6.195326,"99-103 Vernon Ave, Clontarf East, Dublin, Ireland"
1764,53.365929,-6.19556,"80-88 Blackheath Park, Clontarf East, Dublin, Ireland"
1765,53.366596,-6.202349,"1-33 Blackheath Park, Clontarf East, Dublin, Ireland"
1766,53.365116,-6.204952,"62-76 Castle Ave, Clontarf East, Dublin, Ireland"
1767,53.364883,-6.205117,"62-76 Castle Ave, Clontarf East, Dublin, Ireland"
1769,53.368908,-6.181989,"1-55 Mount Prospect Ave, Clontarf, Dublin, Ireland"
1770,53.367092,-6.182817,"120-122 Mount Prospect Ave, Clontarf, Dublin, Ireland"
1771,53.366108,-6.185222,"84-86 Mount Prospect Ave, Clontarf, Dublin, Ireland"
1772,53.364948,-6.205083,"62-76 Castle Ave, Clontarf East, Dublin, Ireland"
1773,53.366768,-6.203398,"1-33 Blackheath Park, Clontarf East, Dublin, Ireland"
1774,53.366108,-6.197569,"79-81 Blackheath Park, Clontarf East, Dublin, Ireland"
1775,53.364449,-6.195319,"99-103 Vernon Ave, Clontarf East, Dublin, Ireland"
1776,53.363815,-6.191885,"61 Seafield Rd E, Clontarf East, Dublin, Ireland"
1777,53.365299,-6.19102,"19 Seafield Ave, Clontarf East, Dublin, Ireland"
1778,53.36655,-6.18915,"50-52 Mount Prospect Ave, Clontarf, Dublin, Ireland"
1782,53.382324,-6.198165,"Saint Anthony, Gracefield Rd, Donaghmede, Dublin 5, Ireland"
1783,53.383797,-6.195953,"19 McAuley Rd, Harmonstown, Dublin, Ireland"
1784,53.384621,-6.19297,"Flat 4, Flat 6, Cúirt Ghort an Aitinn, Harmonstown, Dublin 5, Ireland"
1785,53.382641,-6.19162,"27-47 McAuley Park, Harmonstown, Dublin, Ireland"
1786,53.381943,-6.192276,"107 Ribh Rd, Donaghmede, Dublin, Ireland"
1788,53.391613,-6.178742,"2-34 Millbrook Rd, Grange, Dublin, Ireland"
1789,53.39426,-6.17856,"15 Blunden Dr, Ayrfield, Dublin, Ireland"
1791,53.396648,-6.182117,"11 Blunden Dr, Ayrfield, Dublin, Ireland"
1792,53.393536,-6.178618,"51-53 Millbrook Rd, Ayrfield, Dublin, Ireland"
1793,53.391678,-6.178739,"2-34 Millbrook Rd, Grange, Dublin, Ireland"
1794,53.36935,-6.179458,"57-149 Mount Prospect Ave, Clontarf, Dublin, Ireland"
1795,53.361568,-6.296851,"239 Cabra Rd, Cabra West, Dublin, Ireland"
1796,53.381699,-6.191114,"18-20 McAuley Park, Harmonstown, Dublin, Ireland"
1797,53.383141,-6.191699,"1-15 McAuley Dr, Harmonstown, Dublin, Ireland"
1798,53.384396,-6.194536,"21-23 McAuley Rd, Harmonstown, Dublin, Ireland"
1799,53.383095,-6.196684,"12 McAuley Rd, Harmonstown, Dublin, Ireland"
1800,53.382339,-6.199229,"74-88 Gracefield Rd, Harmonstown, Dublin, Ireland"
1801,53.381851,-6.207592,"Santa Maria, Malahide Rd, Clontarf West, Dublin 5, Ireland"
1802,53.361469,-6.294507,"174-176 Cabra Rd, Cabra West, Dublin, Ireland"
1803,53.361454,-6.294158,"170-172 Cabra Rd, Cabra West, Dublin, Ireland"
1804,53.361588,-6.297296,"192 Cabra Rd, Cabra West, Dublin, Ireland"
1805,53.361214,-6.297531,"116 Old Cabra Rd, Cabra West, Dublin, Ireland"
1806,53.363018,-6.302546,"9-10 Navan Rd, Cabra West, Dublin, Ireland"
1807,53.374485,-6.339229,"Navan Rd, Dublin, Ireland"
1808,53.379314,-6.354189,"Rocca Porena, Phoenix Ct, Dunsink, Dublin 15, Ireland"
1813,53.385735,-6.374082,"Unit 1A, The Plaza, Main St, Blanchardstown, Dublin 15, Ireland"
1814,53.387619,-6.378951,"Montrose, Main St, Blanchardstown, Dublin 15, Ireland"
1816,53.392982,-6.378301,"Apartment 4, Lissane House, Old Corduff Rd, Blanchardstown, Dublin 15, Ireland"
1817,53.395973,-6.374809,"22 Corduff Pl, Deanestown, Dublin 15, D15 RRW7, Ireland"
1818,53.397503,-6.372207,"Snugborough Rd, Deanestown, Dublin, Ireland"
1819,53.399712,-6.374361,"3 Sheephill Ave, Dublin, Ireland"
1820,53.401066,-6.375037,"30 Sheephill Park, Corduff, Dublin, Ireland"
1822,53.399708,-6.377832,"Saint Patricks Catholic Boy Scouts of Ireland, Blackcourt Road, Blanchardstown, Dublin 15, Ireland"
1824,53.400879,-6.39393,"Tolka Cottage, Navan Rd, Buzzardstown, Dublin 15, Ireland"
1825,53.402031,-6.396243,"10 Village Heights, Buzzardstown, Dublin 15, D15 NXC8, Ireland"
1826,53.405945,-6.395011,"Ladyswell Rd, Buzzardstown, Dublin, Ireland"
1827,53.40707,-6.398623,"42 Ladyswell Rd, Dublin, Ireland"
1828,53.407032,-6.39815,"42 Ladyswell Rd, Buzzardstown, Dublin, Ireland"
1829,53.406059,-6.39528,"Ladyswell Rd, Buzzardstown, Dublin, Ireland"
1830,53.402195,-6.396572,"10 Village Heights, Buzzardstown, Dublin 15, D15 NXC8, Ireland"
1831,53.400669,-6.393573,"3 Coolmine Cottages, Buzzardstown, Dublin, Ireland"
1833,53.399097,-6.383962,"Blackcourt Road, Corduff, Dublin, Ireland"
1834,53.399452,-6.378688,"Saint Patricks Catholic Boy Scouts of Ireland, Blackcourt Road, Blanchardstown, Dublin 15, Ireland"
1835,53.399948,-6.375196,"39 Sheephill Park, Corduff, Dublin 15, D15 KVF4, Ireland"
1836,53.39806,-6.371595,"16 Corduff Gardens, Deanestown, Dublin, Ireland"
1837,53.395863,-6.375133,"Saint Jude's, Corduff Cl, Blanchardstown, Dublin 15, Ireland"
1838,53.396019,-6.373833,"Snugborough Rd, Deanestown, Dublin, Ireland"
1840,53.387871,-6.379349,"Ureil House, Main St, Blanchardstown, Dublin 15, Ireland"
1841,53.386078,-6.375523,"Saint Brigid's Cottages, Main St, Blanchardstown, Dublin 15, Ireland"
1842,53.385021,-6.37179,"Woodlands, Navan Rd, Blanchardstown, Dublin 15, Ireland"
1844,53.385479,-6.396006,"Coolmine Service Station, Porters Rd, Coolmine Industrial Estate, Dublin 15, Ireland"
1845,53.37896,-6.35272,"Navan Rd, Dublin, Ireland"
1847,53.373039,-6.334488,"Navan Rd, Dublin, Ireland"
1849,53.380856,-6.36952,"Bridge House Greenvalley, Castleknock Rd, Blanchardstown, Dublin 15, Ireland"
1850,53.397789,-6.399311,"Saint Martin's, Whitestown Green, Blanchardstown, Dublin 15, Ireland"
1851,53.384682,-6.372032,"Woodlands, Navan Rd, Blanchardstown, Dublin 15, Ireland"
1852,53.387428,-6.383435,"44-52 Clonsilla Rd, Blanchardstown, Dublin, Ireland"
1853,53.384628,-6.388725,"110-120 Clonsilla Rd, Blanchardstown, Dublin, Ireland"
1854,53.383595,-6.391923,"12, Coolmine Mews, Coolmine, Dublin 15, Ireland"
1856,53.390404,-6.402381,"Mountview Rd, Coolmine, Dublin, Ireland"
1857,53.391148,-6.40784,"Saint Theresa, Fortlawn Park, Blanchardstown, Dublin 15, Ireland"
1858,53.390942,-6.410731,"Leashaun, Inglewood Dr, Clonsilla, Dublin 15, Ireland"
1859,53.391109,-6.41555,"1 Willow Wood View, Hartstown, Dublin 15, D15 DY6F, Ireland"
1860,53.393353,-6.418565,"16 Hazelwood Cres, Huntstown, Dublin 15, D15 AD8P, Ireland"
1861,53.396687,-6.416585,"2 Meadow Copse, Hartstown, Dublin 15, D15 CA4W, Ireland"
1862,53.39864,-6.414965,"87 Pinebrook Vale, Huntstown, Dublin 15, D15 TH2T, Ireland"
1863,53.400623,-6.4132,"28 Huntstown Glen, Blakestown, Dublin, Ireland"
1864,53.401722,-6.410359,"28 Huntstown Green, Blakestown, Dublin, Ireland"
1865,53.400978,-6.406466,"Huntstown Way, Blakestown, Dublin, Ireland"
1866,53.399761,-6.402692,"Glenmore, Huntstown Lawn, Blakestown, Dublin 15, Ireland"
1867,53.395813,-6.400008,"3 Whitestown Park, Coolmine, Dublin, Ireland"
1869,53.396221,-6.399897,"3 Whitestown Park, Coolmine, Dublin, Ireland"
1870,53.398144,-6.399401,"Saint Martin's, Whitestown Green, Blanchardstown, Dublin 15, Ireland"
1871,53.399651,-6.402278,"Dunedin, Huntstown Lawn, Blakestown, Dublin 15, Ireland"
1872,53.40081,-6.406085,"Mamre, Ashfield Gardens, Huntstown, Dublin 15, Ireland"
1873,53.401726,-6.410213,"28 Huntstown Green, Blakestown, Dublin, Ireland"
1874,53.400257,-6.413592,"1 Huntstown Glen, Blakestown, Dublin 15, D15 FX2N, Ireland"
1875,53.398315,-6.415223,"44A Pinebrook View, Huntstown, Dublin 15, D15 E362, Ireland"
1876,53.396412,-6.416808,"1 Meadow Copse, Hartstown, Dublin, Ireland"
1877,53.393379,-6.418562,"16 Hazelwood Cres, Huntstown, Dublin 15, D15 AD8P, Ireland"
1878,53.391106,-6.415507,"1 Willow Wood View, Hartstown, Dublin 15, D15 DY6F, Ireland"
1879,53.391129,-6.409411,"Cill Rois, Inglewood Road, Clonsilla, Dublin 15, Ireland"
1880,53.391106,-6.407377,"Lara, Fortlawn Park, Blanchardstown, Dublin 15, Ireland"
1881,53.390442,-6.402629,"Mountview Rd, Coolmine, Dublin, Ireland"
1882,53.392776,-6.398801,"R121, Coolmine, Dublin, Ireland"
1883,53.385689,-6.39852,"R843, Dublin, Ireland"
1884,53.385475,-6.396002,"Coolmine Service Station, Porters Rd, Coolmine Industrial Estate, Dublin 15, Ireland"
1887,53.383049,-6.410443,"Myrtle Cottage, Clonsilla Rd, Blanchardstown, Dublin 15, Ireland"
1888,53.383202,-6.412236,"Clonsilla Rd, Kellystown, Dublin, Ireland"
1889,53.383469,-6.417025,"Copperfields, Clonsilla Rd, Clonsilla, Dublin 15, Ireland"
1890,53.383541,-6.422091,"9 Larch Grove, Clonsilla, Dublin, Ireland"
1891,53.387295,-6.429689,"The Meadows, Clonsilla, Dublin, Ireland"
1893,53.386856,-6.428661,"69 Aldemere, Clonsilla, Dublin, Ireland"
1894,53.383514,-6.423434,"2 Clonsilla Rd, Clonsilla, Co. Dublin, Ireland"
1895,53.383472,-6.417138,"Copperfields, Clonsilla Rd, Clonsilla, Dublin 15, Ireland"
1896,53.383331,-6.413783,"Clonsilla Rd, Kellystown, Dublin, Ireland"
1897,53.383041,-6.410338,"Myrtle Cottage, Clonsilla Rd, Blanchardstown, Dublin 15, Ireland"
1898,53.387547,-6.409681,"Shelerin Rd, Coolmine, Dublin, Ireland"
1899,53.387821,-6.409485,"Shelerin Rd, Coolmine, Dublin, Ireland"
1902,53.383453,-6.392397,"9, Coolmine Mews, Coolmine, Dublin 15, Ireland"
1903,53.385174,-6.387417,"Boshundhora, Clonsilla Rd, Blanchardstown, Dublin 15, Ireland"
1904,53.387833,-6.382944,"Sliab Feilim, Clonsilla Rd, Blanchardstown, Dublin 15, Ireland"
1905,53.36319,-6.303035,"14-16 Navan Rd, Cabra West, Dublin, Ireland"
1906,53.361153,-6.297084,"116 Old Cabra Rd, Cabra West, Dublin, Ireland"
1907,53.359852,-6.293824,"76 Old Cabra Rd, Dublin, Ireland"
1908,53.358639,-6.291268,"34-50 Old Cabra Rd, Cabra East, Dublin, Ireland"
1909,53.356911,-6.288477,"46 Prussia St, Arran Quay, Dublin, Ireland"
1911,53.356602,-6.2883,"46 Prussia St, Arran Quay, Dublin, Ireland"
1912,53.38361,-6.420535,"5 Larch Grove, Dublin, Ireland"
1913,53.358856,-6.291754,"63 Old Cabra Rd, Cabra East, Dublin, Ireland"
1914,53.360275,-6.294772,"83-85 Old Cabra Rd, Cabra West, Dublin, Ireland"
1934,53.3442,-6.26552,"65-67 Dame St, Dublin, Ireland"
1935,53.343948,-6.268323,"Lord Edward St, Dublin, Ireland"
1937,53.343098,-6.273137,"High St, Merchants Quay, Dublin, Ireland"
1938,53.342953,-6.27675,"72-73 Thomas St, Merchants Quay, Dublin, Ireland"
1939,53.343063,-6.280644,"29-30 Thomas St, Merchants Quay, Dublin, Ireland"
1940,53.343498,-6.285728,"7-157 Thomas St, Dublin, Ireland"
1941,53.343399,-6.289164,"Saint James's Court, Echlin St, Ushers, Dublin 8, Ireland"
1942,53.342228,-6.294604,"172-180 James's St, Ushers, Dublin, Ireland"
1943,53.341427,-6.298336,"26, 26, Mount Brown, Ushers, Dublin 8, Ireland"
1944,53.340725,-6.303595,"Mountshannon House, Old Kilmainham, Kilmainham, Dublin 8, Ireland"
1945,53.340614,-6.309663,"7-9 Emmet Rd, Dublin, Ireland"
1946,53.340172,-6.316348,"135, Kavanagh House, Emmet Rd, Inchicore, Dublin 8, Ireland"
1947,53.33984,-6.317951,"124 Emmet Rd, Inchicore, Dublin, Ireland"
1948,53.338779,-6.322039,"Mona, Tyrconnell Rd, Inchicore, Dublin 8, Ireland"
1949,53.33773,-6.32365,"83-85 Tyrconnell Rd, Inchicore, Dublin, Ireland"
1950,53.336121,-6.326044,"74 Tyrconnell Rd, Inchicore, Dublin, Ireland"
1951,53.333172,-6.329161,"2 Naas Rd, Inchicore, Dublin, Ireland"
1952,53.331585,-6.330271,"4 Naas Rd, Inchicore, Dublin, Ireland"
1953,53.330116,-6.332143,"94-96 Naas Rd, Inchicore, Dublin, Ireland"
1954,53.328831,-6.334808,"Naas Rd, Dublin, Ireland"
1955,53.326416,-6.343817,"Waverley Business Park, Old Naas Rd, Inchicore, Dublin 12, Ireland"
